68.691280,68.213091,65.992437,66.153144,66.444123,19941596.312905
69.658490,69.080480,66.704504,67.009210,67.211028,20934607.596518
70.584144,69.907108,67.419042,67.834188,67.942054,21830814.721818
71.465339,70.687840,68.144017,68.619790,68.633154,22584567.010296
72.296487,71.428774,68.891116,69.373317,69.293281,23150895.333106
73.090667,72.149627,69.681028,70.108445,69.935570,23467292.162854
73.872325,72.851622,70.540916,70.834450,70.576522,23346156.024153
74.644937,73.530454,71.505085,71.604140,71.288647,22571488.269509
75.419378,74.270609,72.623824,72.549306,72.218953,21128932.526452
76.349740,75.137138,73.917382,73.628506,73.340232,19041065.401484
77.369044,75.845735,75.202514,74.516016,74.389613,16066229.326783
78.040080,76.344091,76.294604,75.300321,75.528624,13192388.612095
78.594295,78.259659,77.718747,77.225664,77.976171,13493350.862191
80.743922,79.620704,78.116482,76.826655,78.067808,16805289.946655
77.919270,76.446422,73.676242,72.670801,74.702207,17911189.741463
73.701953,74.326505,71.216387,71.774848,73.956960,22420605.008245
80.283460,80.526325,77.156208,77.538655,78.832704,49311298.148311
84.281993,88.900507,81.667153,86.164876,85.493685,59290298.475970
88.172068,93.226550,87.740578,90.990793,90.275156,49058248.182035
91.375178,95.546708,91.977011,93.905868,93.467390,41289313.984884
94.223230,97.124292,94.690128,95.770013,95.442419,36504923.014296
97.155298,98.148064,96.665749,96.767174,96.585252,29268818.207032
98.621989,98.345569,97.618188,97.110939,97.139212,19213918.229837
98.207805,97.562480,97.107388,96.396635,96.534847,13438231.902922
96.665112,96.039659,95.408868,94.889260,94.968621,12253910.067383
95.266273,95.140998,93.904006,94.176840,94.030170,13655309.853337
94.742567,95.446317,93.549577,94.443374,94.199487,17794806.918574
94.122869,95.339361,93.113067,93.900466,93.754816,23845427.311213
92.632070,93.753836,91.689004,91.747395,91.791755,27615639.512051
90.356600,90.968112,89.563557,88.686231,88.925745,27171058.750308
87.636003,87.821295,87.214598,85.909909,86.183418,24192583.726365
85.309894,85.363420,85.324463,84.240089,84.386831,21330267.994554
84.461239,84.503393,84.831579,84.080060,84.166055,20106439.289118
85.189694,85.188881,85.828614,85.161217,85.371979,20224112.892557
86.714114,86.609315,87.496351,86.683030,87.086162,19817449.083413
88.154562,87.893892,88.928204,87.849824,88.367866,17567327.117766
89.030397,88.586732,89.718158,88.324794,88.879285,14008783.203865
89.224176,88.565739,89.828165,88.106430,88.669186,10392138.824857
88.750873,87.851275,89.296786,87.311747,87.856287,7625590.134388
87.842455,86.755348,88.296446,86.242419,86.710729,6003902.430598
86.912961,85.805976,87.198137,85.359992,85.679555,5387478.563997
86.277900,85.421981,86.351715,85.012308,85.193087,5895708.613178
85.980880,85.587890,85.899228,85.181777,85.351987,7875457.526717
85.982675,86.119294,85.977773,85.730833,86.081146,11403132.281313
86.231177,86.964658,86.684205,86.581865,87.208051,14885087.325842
86.746928,87.808372,87.632477,87.230439,87.973512,15075630.860464
87.445384,88.322374,88.408925,87.440542,88.023888,11664075.951395
88.192165,88.684381,89.166551,87.716857,88.050415,8013253.829151
89.110623,89.258289,90.179198,88.439094,88.637371,5905433.296865
90.244263,90.183183,91.441176,89.598933,89.774513,4968236.218921
91.455366,91.315929,92.766122,90.959812,91.160396,4605852.318788
92.630719,92.527380,94.021260,92.356277,92.580359,4560071.247337
93.761889,93.783288,95.179294,93.740571,93.968201,4766335.897362
94.920046,95.097138,96.258058,95.096537,95.319614,5253295.460939
96.089904,96.378522,97.203981,96.311189,96.535198,6019673.949995
97.095668,97.411429,97.892030,97.192109,97.416401,6917846.283204
97.725241,97.997643,98.219752,97.598299,97.805865,7716991.203656
97.914927,98.101857,98.183121,97.531115,97.697239,8355951.682284
97.790431,97.870988,97.886312,97.135825,97.241162,9001214.303810
97.569175,97.546233,97.502251,96.640650,96.682325,9828017.320407
97.405994,97.308479,97.176822,96.233708,96.226661,10854296.336011
97.340436,97.211710,96.969896,95.994912,95.958699,11967149.690557
97.410522,97.290167,96.914930,95.957514,95.913240,13176860.894627
97.648150,97.539218,97.021141,96.088571,96.060573,14443770.770601
98.020049,97.898628,97.236839,96.307211,96.315817,15835831.572998
98.407259,98.249862,97.464270,96.512725,96.562854,17247045.893238
98.721585,98.532890,97.641395,96.676554,96.757120,18680725.054599
98.996297,98.786490,97.798621,96.837522,96.938864,20156481.689567
99.269688,99.034024,97.965146,97.002336,97.122565,21534143.385673
99.483030,99.220174,98.098273,97.123756,97.257275,22558295.571865
99.613600,99.342512,98.180681,97.210453,97.346105,23362916.448004
99.720862,99.451952,98.256572,97.298434,97.431808,24035202.732790
99.814980,99.547529,98.329265,97.377342,97.507490,24530514.019079
99.896529,99.632241,98.390570,97.447011,97.571605,25055925.255890
99.965926,99.706702,98.442033,97.508553,97.625621,25590413.594634
100.018668,99.766166,98.481767,97.558627,97.666274,26080506.971771
100.057711,99.813676,98.510638,97.600104,97.696189,26566440.923638
100.088285,99.854739,98.533048,97.638142,97.720779,27059061.074925
100.109805,99.886345,98.549061,97.669150,97.737053,27500269.152004
100.120782,99.908953,98.556100,97.693911,97.745304,27939266.027767
